qseqid	contig	SARG.Seq.ID	pident	length	qlen	qstart	qend	slen	sstart	send	evalue	bitscore	Tag	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S	rank	location	coverage
k105_659611_10	k105_659611	YP_002890644	100.0	274	275	1	274	274	1	274	6.5900000000000005e-195	532.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	11.906731
k105_2766019_1	k105_2766019	gb|AAK76136.1|ARO:3000025|patB	88.9	54	55	1	54	588	535	588	1.1000000000000001e-27	101.0	multicomponent system	multidrug	multidrug__patB	patB	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.9671862
k105_4027112_12	k105_4027112	YP_002552549	80.7	274	277	3	276	274	1	274	2.53e-156	435.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	7.065806
k105_2779086_1	k105_2779086	YP_002552549	87.7	236	238	1	236	274	38	273	6.33e-149	414.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.823156
k105_1343471_4	k105_1343471	YP_002552549	80.2	273	275	1	273	274	1	273	4.29e-152	424.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	6.014984
k105_4927304_5	k105_4927304	YP_002552549	87.5	273	275	1	273	274	1	273	1.86e-169	468.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	7.9223576
k105_1412906_2	k105_1412906	YP_002552549	80.3	274	275	1	274	274	1	274	3.87e-155	432.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	10.464495
k105_196967_2	k105_196967	YP_002552549	80.3	269	270	1	269	274	6	274	4.5100000000000004e-155	431.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	12.767215
k105_4874488_2	k105_4874488	gb|AAL59753.1|ARO:3000412|sul2	100.0	271	272	1	271	271	1	271	3.6299999999999998e-186	510.0		sulfonamide	sulfonamide__sul2	sul2	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	notassessed	plasmid	11.9875
k105_5924444_1	k105_5924444	AY115475.1.gene2.p01	99.6	266	267	1	266	266	1	266	9.349999999999999e-191	521.0		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	IV	genome	17.444376
k105_6346068_1	k105_6346068	AF317511.1.gene5.p01	97.4	266	267	1	266	266	1	266	3.04e-196	535.0		beta_lactam	beta_lactam__OXA-46	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	III	genome	4.036232
k105_1930264_3	k105_1930264	gb|AAZ42322.1|ARO:3003836|qacH	99.1	110	111	1	110	110	1	110	5.4000000000000005e-73	211.0		multidrug	multidrug__qacH	qacH	Efflux pump	SMR family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	4.1656837
k105_4454248_2	k105_4454248	gb|AAA27459.1|ARO:3004683|aadS	83.9	285	352	67	351	287	2	286	6.680000000000001e-179	496.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	7.946297
k105_509446_1	k105_509446	gb|AAA27459.1|ARO:3004683|aadS	85.0	287	288	1	287	287	1	287	1.02e-184	508.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	3.7398334
k105_2008636_3	k105_2008636	gb|AAA27459.1|ARO:3004683|aadS	100.0	287	288	1	287	287	1	287	1.93e-214	583.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	plasmid	5.094245
k105_1721429_2	k105_1721429	P14171	100.0	220	220	1	220	293	1	220	1.98e-154	428.0		beta_lactam	beta_lactam__RCP-1	RCP-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	1.3763988
k105_3616706_1	k105_3616706	gi|545272242|ref|WP_021561466.1|	99.2	257	258	1	257	260	4	260	1.67e-187	512.0		aminoglycoside	aminoglycoside__APH(6)-Id	APH(6)-Id	Enzymatic inactivation	Phosphotransferases	APH(6)	Yes	Yes	Yes	I	genome	6.3843937
k105_1095232_1	k105_1095232	gb|WP_109545072.1|ARO:3005333|OXA-641	97.4	195	196	1	195	257	63	257	8.73e-141	391.0		beta_lactam	beta_lactam__OXA-372	OXA	Enzymatic inactivation	Class D beta-lactamase					IV	genome	4.152824
k105_2208564_3	k105_2208564	gb|WP_109545072.1|ARO:3005333|OXA-641	91.5	47	47	1	47	257	1	47	1.68e-23	86.7		beta_lactam	beta_lactam__OXA-372	OXA	Enzymatic inactivation	Class D beta-lactamase					IV	genome	2.6976495
k105_5516618_2	k105_5516618	gb|AET35493.1|ARO:3001777|OXA-347	99.6	274	275	1	274	274	1	274	2.1400000000000003e-200	546.0		beta_lactam	beta_lactam__OXA-347	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	II	genome	3.4585285
k105_3225889_2	k105_3225889	gb|AET35493.1|ARO:3001777|OXA-347	91.2	274	275	1	274	274	1	274	2.26e-186	511.0		beta_lactam	beta_lactam__OXA-347	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	II	genome	4.3216267
k105_1941463_1	k105_1941463	AGC41079.1	93.7	255	261	6	260	255	1	255	1.4899999999999999e-176	484.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(H)	lnu(H)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	IV	genome	2.3746326
k105_3624554_1	k105_3624554	AJ420072.gene.p01	98.6	279	280	1	279	407	129	407	1.77e-193	534.0		tetracycline	tetracycline__tet(33)	tet(33)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	1.506643
k105_2995265_2	k105_2995265	AF133140.gene.p01	96.4	309	309	1	309	391	1	309	1.81e-206	568.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	15.631579
k105_262715_1	k105_262715	U14748.1.gene2.p01	91.5	294	295	1	294	304	11	304	4.25e-192	527.0		beta_lactam	beta_lactam__AER-1	AER-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	genome	1.0167714
k105_4892928_1	k105_4892928	AB104852.1.gene6.p01	100.0	278	279	1	278	279	2	279	2.04e-198	541.0		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	notassessed	plasmid	67.772285
k105_6574852_5	k105_6574852	EU675686.2.gene5.p01	98.2	281	282	1	281	281	1	281	4.2899999999999995e-199	543.0		aminoglycoside	aminoglycoside__aadA16	aadA16	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	genome	2.8690708
k105_1948940_2	k105_1948940	gi|602542163|emb|CDO24964.1|	98.8	410	411	1	410	410	1	410	4.3700000000000004e-273	741.0		tetracycline	tetracycline__tet(V)	tet(V)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.479281
k105_5736104_4	k105_5736104	gb|AAG07064.1|ARO:3003693|mexK	81.6	87	94	1	87	1025	933	1019	8.390000000000001e-37	129.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	16.621897
k105_5327607_3	k105_5327607	gb|AAG07064.1|ARO:3003693|mexK	81.7	120	121	1	120	1025	901	1020	4.57e-53	177.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.3676149
k105_3841071_3	k105_3841071	YP_985461	88.2	127	129	1	127	274	147	273	6.990000000000001e-79	232.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.122807
k105_5530327_3	k105_5530327	YP_002006347	80.3	66	78	1	66	293	1	66	3.46e-30	106.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.0243227
k105_1117361_2	k105_1117361	CAC47932	100.0	388	389	1	388	388	1	388	3.71e-288	778.0		tetracycline	tetracycline__tetX2	tet(X)	Enzymatic inactivation			Yes	Yes	Yes	IV	plasmid	13.212757
k105_695997_3	k105_695997	AF313472.2.gene15.p01	99.3	267	268	1	267	267	1	267	8.75e-201	546.0		aminoglycoside	aminoglycoside__APH(3'')-Ib	APH(3'')-Ib	Enzymatic inactivation	Phosphotransferases	APH(3'')	Yes	Yes	Yes	I	plasmid	23.57081
k105_695997_4	k105_695997	CAM88415	100.0	55	55	1	55	278	1	55	1.72e-35	118.0		aminoglycoside	aminoglycoside__APH(6)-Id	APH(6)-Id	Enzymatic inactivation	Phosphotransferases	APH(6)	Yes	Yes	Yes	I	plasmid	23.57081
k105_4062211_1	k105_4062211	YP_001144056	100.0	405	406	1	405	405	1	405	5.71e-287	776.0		tetracycline	tetracycline__tet(E)	tet(E)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	4.2099276
k105_66133_2	k105_66133	AF001493.1.orf0.gene.p01	80.5	87	99	1	87	143	46	132	4.1700000000000003e-51	156.0		rifamycin	rifamycin__arr-1	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	plasmid	2.303954
k105_4067014_2	k105_4067014	AF001493.1.orf0.gene.p01	82.5	137	140	3	139	143	7	143	2.83e-85	244.0		rifamycin	rifamycin__arr-1	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	genome	2.842182
k105_3431549_1	k105_3431549	YP_550152	81.3	267	270	1	267	277	9	275	3.53e-155	432.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.6134527
k105_5126541_3	k105_5126541	YP_550152	96.2	52	52	1	52	277	1	52	6.0400000000000005e-27	96.3		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.7384615
k105_1751961_1	k105_1751961	gb|AAG05915.1|ARO:3004074|MuxB	86.4	44	44	1	44	1043	1	44	2.92e-18	73.9	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.291977
k105_1967436_1	k105_1967436	gb|AAG05915.1|ARO:3004074|MuxB	83.5	121	129	1	121	1043	899	1019	9.13e-56	185.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.5491382
k105_4921009_1	k105_4921009	gb|AAG05915.1|ARO:3004074|MuxB	81.6	147	163	1	147	1043	874	1020	1.0299999999999999e-69	226.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	8.096286
k105_5143059_2	k105_5143059	gb|AAG05915.1|ARO:3004074|MuxB	81.6	38	40	3	40	1043	1	38	2.27e-12	57.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	0.34843206
k105_3225392_1	k105_3225392	BAB82500	99.0	209	209	1	209	639	1	209	2.52e-138	399.0		tetracycline	tetracycline__tet(M)	tet(M)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	2.0235295
k105_3225889_1	k105_3225889	AAA27431	98.9	266	267	1	266	266	1	266	6.58e-191	521.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	II	genome	4.3216267
k105_72657_5	k105_72657	gb|ABW91178.1|ARO:3002613|aadA13	99.6	261	262	1	261	265	5	265	2.02e-188	515.0		aminoglycoside	aminoglycoside__aadA13	aadA13	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	genome	4.22244
k105_1128826_1	k105_1128826	gi|637008561|ref|WP_024410015.1|	98.3	357	358	1	357	405	49	405	1.0499999999999999e-242	662.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mel	mel	Antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein		Yes	Yes	Yes	IV	plasmid	3.6384015
k105_1549987_3	k105_1549987	gb|AAA88548.1|ARO:3002597|AAC(6')-Ie-APH(2'')-Ia	100.0	341	342	1	341	479	139	479	1.06e-251	687.0		aminoglycoside	aminoglycoside__AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes	I	plasmid	2.1488569
k105_6598279_2	k105_6598279	ZP_03945515	80.8	26	29	4	29	291	17	42	1.64e-08	45.4		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.1744967
k105_5766299_1	k105_5766299	ABG36700	89.8	128	131	1	128	323	194	321	1.58e-76	228.0		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	2.373874
k105_4712299_2	k105_4712299	gi|950763791|ref|WP_057508902.1|	80.0	35	36	1	35	1048	1	35	2.11e-13	59.7	multicomponent system	multidrug	multidrug__smeE	smeE	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.0134227
k105_1563456_1	k105_1563456	CAJ93947	83.0	53	70	18	70	306	12	64	8.3e-25	92.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.8190552
k105_3032559_1	k105_3032559	NC_010558.1.6275994.p01	99.6	262	263	1	262	262	1	262	1.69e-191	523.0		aminoglycoside	aminoglycoside__aadA5	aadA5	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	genome	3.4604847
k105_4932350_12	k105_4932350	FM897214.1.orf2.gene.p01	89.3	150	151	1	150	150	1	150	1.9900000000000001e-103	291.0		rifamycin	rifamycin__arr-3	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	genome	8.016009
k105_5984916_6	k105_5984916	YP_970399	81.6	267	280	11	277	274	6	272	7.790000000000001e-154	429.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.3700204
k105_3458181_4	k105_3458181	YP_997055	96.3	27	27	1	27	274	1	27	4.51e-10	49.7		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	9.366994
k105_306081_3	k105_306081	gi|730661043|ref|WP_034065992.1|	99.3	404	405	1	404	404	1	404	8.959999999999999e-279	755.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	9.051742
k105_2627666_2	k105_2627666	gb|ACJ63262.1|ARO:3003107|mefB	98.0	351	351	1	351	409	1	351	2.16e-241	659.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mef(B)	mef(B)	Efflux pump	MFS family antibiotic efflux pump	MLS_macrolide	Yes	Yes	Yes	I	plasmid	3.0687046
k105_4990085_3	k105_4990085	gb|ACJ63262.1|ARO:3003107|mefB	92.3	78	79	1	78	409	332	409	7.41e-44	144.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mef(B)	mef(B)	Efflux pump	MFS family antibiotic efflux pump	MLS_macrolide	Yes	Yes	Yes	I	plasmid	4.27874
k105_5245322_1	k105_5245322	gb|ACJ63262.1|ARO:3003107|mefB	90.1	406	407	1	406	409	1	406	2.02e-263	717.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mef(B)	mef(B)	Efflux pump	MFS family antibiotic efflux pump	MLS_macrolide	Yes	Yes	Yes	I	genome	2.6820903
k105_5368794_1	k105_5368794	U19459.gene.p01	81.5	211	212	1	211	212	1	211	4.9e-134	373.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__vat(B)	vat(B)	Enzymatic inactivation	streptogramin vat acetyltransferase	MLS_streptogramin	Yes	Yes	Yes	IV	genome	1.6477382
k105_5368794_2	k105_5368794	gb|ABR14060.1|ARO:3002838|lnuD	84.1	164	165	1	164	164	1	164	4.18e-105	296.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(D)	lnu(D)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	III	genome	1.6477382
k105_2428350_3	k105_2428350	BAC67144	100.0	396	397	1	396	396	1	396	6.26e-275	745.0		tetracycline	tetracycline__tet(C)	tet(C)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	9.902673
k105_1374196_3	k105_1374196	AAX84025	100.0	34	34	1	34	244	1	34	4.2e-17	68.9		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(T)	erm(T)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	I	genome	6.296875
k105_3061827_8	k105_3061827	ZP_03552050	93.1	58	58	1	58	274	1	58	2.07e-30	105.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	10.474186
k105_2016715_3	k105_2016715	NP_840140	84.6	26	33	6	31	273	9	34	1.55e-09	48.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.8458647
k105_963293_1	k105_963293	gi|808041102|ref|WP_046203752.1|	100.0	39	39	1	39	283	1	39	5.4e-20	77.4		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	79.67185
