qseqid	contig	SARG.Seq.ID	pident	length	qlen	qstart	qend	slen	sstart	send	evalue	bitscore	Tag	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S	rank	location	coverage
k141_3471299_2	k141_3471299	gb|ADV91011.1|ARO:3000245|RbpA	98.2	112	113	1	112	114	1	112	1.29e-79	228.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	2.65062
k141_1705575_1	k141_1705575	gb|ADV91011.1|ARO:3000245|RbpA	92.9	112	113	1	112	114	1	112	7.21e-77	221.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	2.3193877
k141_4017848_4	k141_4017848	gb|ADV91011.1|ARO:3000245|RbpA	91.0	111	112	1	111	114	1	111	2.7099999999999998e-74	214.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	3.6536355
k141_2521084_2	k141_2521084	ZP_03917649	99.2	254	270	1	254	284	1	254	5.3799999999999995e-186	510.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	IV	plasmid	0.5388316
k141_2771845_2	k141_2771845	AY743590.gene.p01	100.0	395	396	1	395	395	1	395	2.1099999999999998e-277	751.0		tetracycline	tetracycline__tet(39)	tet(39)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	5.890553
k141_1015931_2	k141_1015931	gi|1028096845|ref|WP_063853563.1|	98.3	361	361	1	361	405	1	361	1.44e-243	664.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mel	mel	Antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein		Yes	Yes	Yes	III	plasmid	4.1099586
k141_3281803_1	k141_3281803	gi|808041102|ref|WP_046203752.1|	100.0	51	51	1	51	283	1	51	3.02e-28	99.8		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	39.793983
k141_12194_1	k141_12194	WP_002857791.1	87.7	519	519	1	519	639	1	519	0.0	912.0		tetracycline	tetracycline__tet(O)	tet(O)	Antibiotic target protection			Yes	Yes	Yes	II	plasmid	2.5288198
k141_516793_1	k141_516793	gi|730661043|ref|WP_034065992.1|	100.0	34	34	1	34	404	1	34	4.98e-16	67.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.9103909
k141_516794_1	k141_516794	gi|730661043|ref|WP_034065992.1|	100.0	34	34	1	34	404	1	34	4.98e-16	67.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	3.8711433
k141_1339310_1	k141_1339310	gi|730661043|ref|WP_034065992.1|	90.7	365	367	2	366	404	40	404	4.27e-228	625.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.239341
k141_2679106_4	k141_2679106	gi|730661043|ref|WP_034065992.1|	99.3	404	405	1	404	404	1	404	4.25e-277	751.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	12.607608
k141_517349_1	k141_517349	gi|504870756|ref|WP_015057858.1|	99.2	132	132	1	132	404	1	132	4.82e-83	247.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mel	mel	Antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein		Yes	Yes	Yes	III	plasmid	5.671612
k141_1274754_1	k141_1274754	gb|ADP36409.1|ARO:3003730|Bifidobacteria	94.1	510	510	1	510	1107	164	673	0.0	1031.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	3.422882
k141_177620_1	k141_177620	gb|ADP36409.1|ARO:3003730|Bifidobacteria	82.1	509	503	1	503	1107	597	1105	3.2700000000000004e-294	826.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	2.3191175
k141_1978491_1	k141_1978491	gb|ADP36409.1|ARO:3003730|Bifidobacteria	88.2	153	161	10	161	1107	1	153	1.85e-92	288.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	0.92980134
k141_2284341_7	k141_2284341	gb|APB03214.1|ARO:3003980|tetA(48)	83.0	53	61	9	61	343	15	67	9.239999999999999e-23	86.7		tetracycline	tetracycline__tetA(48)	tetA(48)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.619793
k141_702917_1	k141_702917	gb|APB03214.1|ARO:3003980|tetA(48)	84.3	51	61	11	61	343	17	67	4.78e-22	84.7		tetracycline	tetracycline__tetA(48)	tetA(48)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.8153627
k141_271573_2	k141_271573	YP_002552549	87.6	234	235	1	234	274	41	274	1.79e-145	405.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.4440994
k141_1313899_12	k141_1313899	YP_002552549	81.0	274	275	1	274	274	1	274	3.48e-158	439.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.9171345
k141_1572491_8	k141_1572491	YP_002552549	81.2	276	315	39	314	274	1	274	1.06e-160	447.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	22.102121
k141_2074123_2	k141_2074123	YP_002552549	81.0	273	275	1	273	274	1	273	1.83e-153	427.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	40.816982
k141_1107662_3	k141_1107662	YP_002552549	80.6	273	275	1	273	274	1	273	4.72e-156	434.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.0358706
k141_3880612_6	k141_3880612	YP_002552549	90.9	274	275	1	274	274	1	274	1.05e-175	484.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.3471112
k141_2639488_1	k141_2639488	YP_002552549	80.2	172	173	1	172	274	103	274	1.54e-92	269.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	29.079336
k141_1702751_1	k141_1702751	YP_002552549	81.4	263	264	1	263	274	12	274	3.09e-149	416.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.699099
k141_3042287_3	k141_3042287	AB104852.1.gene6.p01	100.0	278	279	1	278	279	2	279	2.04e-198	541.0		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	notassessed	plasmid	42.87816
k141_3042675_1	k141_3042675	P20174	99.5	371	372	1	371	639	269	639	2.1000000000000002e-272	747.0		tetracycline	tetracycline__tet(O)	tet(O)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	1.9819711
k141_3042675_2	k141_3042675	ACI02010	98.8	406	407	1	406	406	1	406	4.75e-275	746.0		tetracycline	tetracycline__tet(40)	tet(40)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	II	plasmid	1.9819711
k141_3549176_1	k141_3549176	gi|496339859|ref|WP_009049037.1|	82.7	150	155	1	150	1043	891	1040	3.79e-75	240.0	multicomponent system	multidrug	multidrug__MexD	MexD	Efflux pump			Yes	Yes	Yes	IV	plasmid	1.7892157
k141_1538812_2	k141_1538812	gi|446136270|ref|WP_000214125.1|	100.0	404	405	1	404	404	1	404	1.04e-277	753.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	3.6305954
k141_3300819_5	k141_3300819	ZP_03466816	87.5	32	37	6	37	264	7	38	1.59e-13	59.7		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.6576332
k141_280760_1	k141_280760	gb|AAL59753.1|ARO:3000412|sul2	100.0	271	272	1	271	271	1	271	3.6299999999999998e-186	510.0		sulfonamide	sulfonamide__sul2	sul2	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	notassessed	plasmid	42.949806
k141_1547688_1	k141_1547688	AGC41079.1	82.0	250	257	6	255	255	1	250	9.289999999999999e-147	409.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(H)	lnu(H)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	IV	genome	12.266003
k141_3874173_1	k141_3874173	AGC41079.1	93.2	251	257	6	256	255	1	251	1.36e-171	472.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(H)	lnu(H)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	IV	genome	4.3933334
k141_1297921_1	k141_1297921	AJ514254.gene.p01	91.6	286	286	1	286	640	1	286	1.77e-177	503.0		tetracycline	tetracycline__tet(36)	tet(36)	Antibiotic target protection			Yes	Yes	Yes	IV	plasmid	1.9258028
k141_1257186_1	k141_1257186	AJ514254.gene.p01	96.2	131	134	1	131	640	507	637	1.3200000000000001e-79	245.0		tetracycline	tetracycline__tet(36)	tet(36)	Antibiotic target protection			Yes	Yes	Yes	IV	genome	2.0013812
k141_1548522_5	k141_1548522	P14171	100.0	293	294	1	293	293	1	293	3.3000000000000003e-209	570.0		beta_lactam	beta_lactam__RCP-1	RCP-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	6.7860904
k141_1793721_2	k141_1793721	YP_985461	88.0	192	192	1	192	274	1	192	5.97e-114	324.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	0.58071506
k141_284509_2	k141_284509	U41471.1.gene1.p01	86.8	159	156	1	155	195	37	195	3.29e-102	290.0		aminoglycoside	aminoglycoside__AAC(2')-Ib	AAC(2')-Ib	Enzymatic inactivation	Acetyltransferases	AAC(2')	Yes	Yes	Yes	IV	genome	2.2074776
k141_2802114_5	k141_2802114	gb|ABW91178.1|ARO:3002613|aadA13	100.0	93	95	2	94	265	121	213	1.5600000000000001e-63	191.0		aminoglycoside	aminoglycoside__aadA13	aadA13	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	genome	3.3017983
k141_1703863_1	k141_1703863	gb|ABW91178.1|ARO:3002613|aadA13	97.3	110	110	1	110	265	5	114	5.73e-73	216.0		aminoglycoside	aminoglycoside__aadA13	aadA13	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	genome	2.485342
k141_1552165_1	k141_1552165	AB104852.1.gene4.p01	100.0	263	264	1	263	263	1	263	8.659999999999999e-190	518.0		aminoglycoside	aminoglycoside__aadA	aadA-ANT(3'')-IIa	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	plasmid	12.503858
k141_2561575_3	k141_2561575	AUI09862.1	100.0	93	93	1	93	287	1	93	3.77e-58	178.0		sulfonamide	sulfonamide__sul4	sul4	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	1.2685186
k141_1176614_1	k141_1176614	AUI09862.1	100.0	147	148	1	147	287	141	287	2.91e-98	283.0		sulfonamide	sulfonamide__sul4	sul4	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	3.9096906
k141_794903_3	k141_794903	AY494717.1.gene1.p01	100.0	287	288	1	287	287	1	287	1.63e-206	563.0		beta_lactam	beta_lactam__GES-5	GES	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	notassessed	plasmid	2.624429
k141_1308654_6	k141_1308654	CAI46978	100.0	293	296	3	295	293	1	293	1.63e-205	561.0		beta_lactam	beta_lactam__Other class A beta-lactamase	Other class A beta-lactamase	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	plasmid	12.51894
k141_1803622_1	k141_1803622	YP_981592	85.3	75	77	1	75	277	202	276	1.96e-42	137.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.7188065
k141_852290_3	k141_852290	YP_981592	84.6	78	80	1	78	277	199	276	5.5700000000000005e-43	139.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.673287
k141_2935582_23	k141_2935582	YP_981592	84.8	276	275	1	273	277	1	276	1.46e-169	468.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.228607
k141_3327765_1	k141_3327765	gb|AAP43110.2|ARO:3003923|oqxB	86.7	90	92	1	90	1050	1	90	7.46e-44	149.0	multicomponent system	multidrug	multidrug__oqxB	oqxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	14.16687
k141_808682_13	k141_808682	gb|CAA03986.1|ARO:3000343|tap	82.2	404	418	1	404	409	1	404	8.95e-226	622.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	10.475571
k141_3727150_1	k141_3727150	gb|CAA03986.1|ARO:3000343|tap	88.7	230	266	1	230	409	1	230	3.22e-131	376.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.747184
k141_1320572_7	k141_1320572	gb|CCP45647.1|ARO:3003955|efpA	80.5	532	526	1	525	530	1	530	1.22e-283	778.0		multidrug	multidrug__efpA	efpA	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	13.651905
k141_2096130_31	k141_2096130	gb|CCP45647.1|ARO:3003955|efpA	80.2	530	525	1	524	530	1	530	3.7099999999999995e-287	787.0		multidrug	multidrug__efpA	efpA	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	29.138254
k141_55697_4	k141_55697	AF024666.2.gene33.p01	97.9	385	386	1	385	391	7	391	9.06e-241	658.0		chloramphenicol	chloramphenicol__cmx	cmx	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	10.224166
k141_2317525_5	k141_2317525	AF001493.1.orf0.gene.p01	82.2	45	46	1	45	143	99	143	2.68e-22	80.9		rifamycin	rifamycin__arr-1	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	genome	3.0218527
k141_584479_1	k141_584479	AF001493.1.orf0.gene.p01	83.6	73	76	3	75	143	7	79	3.6e-41	130.0		rifamycin	rifamycin__arr-1	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	genome	1.7890173
k141_1324383_2	k141_1324383	AY536519.1.gene1.p01	100.0	299	300	1	299	299	1	299	1.46e-215	587.0		beta_lactam	beta_lactam__VEB-3	VEB	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	I	plasmid	1.7987638
k141_3587004_2	k141_3587004	BAD46890	98.6	494	495	1	494	657	164	657	0.0	971.0		tetracycline	tetracycline__tet(Q)	tet(Q)	Antibiotic target protection			Yes	Yes	Yes	III	genome	1.3016376
k141_1815997_1	k141_1815997	U14748.1.gene2.p01	84.2	285	289	2	286	304	18	302	6.38e-174	481.0		beta_lactam	beta_lactam__AER-1	AER-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	genome	0.939759
k141_3895699_2	k141_3895699	U14748.1.gene2.p01	81.2	303	312	9	311	304	2	304	2.88e-176	488.0		beta_lactam	beta_lactam__AER-1	AER-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	genome	2.2365592
k141_3652994_1	k141_3652994	U14748.1.gene2.p01	98.7	304	305	1	304	304	1	304	2.81e-211	576.0		beta_lactam	beta_lactam__AER-1	AER-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	plasmid	1.3510301
k141_2820665_2	k141_2820665	gi|590120227|emb|CDN64284.1|	84.2	133	150	3	135	1048	899	1031	5.92e-65	212.0	multicomponent system	multidrug	multidrug__ceoB	ceoB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.2876966
k141_3589880_1	k141_3589880	YP_001605795	80.3	61	63	2	62	562	17	77	7.94e-28	102.0	two-component system	polymyxin	polymyxin__rosB	rosB	Efflux pump			Yes	Yes	Yes	IV	genome	1.8779488
k141_2587844_1	k141_2587844	gb|ABG65740.1|ARO:3002879|linG	98.6	148	149	1	148	273	126	273	7.81e-105	299.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__linG	linG	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	I	genome	0.61241215
k141_2072928_2	k141_2072928	CAG34229	97.8	180	218	38	217	198	19	198	3.6400000000000004e-132	368.0		aminoglycoside	aminoglycoside__ANT(2'')-Ia	ANT(2'')-Ia	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(2'')	Yes	Yes	Yes	IV	genome	1.12
k141_2328050_7	k141_2328050	AJ420072.gene.p01	99.5	407	408	1	407	407	1	407	9.29e-278	753.0		tetracycline	tetracycline__tet(33)	tet(33)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	7.127425
k141_313576_1	k141_313576	ZP_02371789	83.8	68	69	2	69	1061	969	1036	5.110000000000001e-29	105.0	multicomponent system	multidrug	multidrug__ceoB	ceoB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.4716637
k141_3597186_1	k141_3597186	gi|664244930|ref|WP_030776974.1|	80.0	35	38	1	35	601	556	590	3.88e-12	56.2		novobiocin	novobiocin__novA	novA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.6557126
k141_320979_2	k141_320979	BAC67151	98.5	137	138	1	137	391	255	391	1.68e-90	266.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	16.674597
k141_907747_2	k141_907747	BAC67151	93.7	303	305	1	303	391	88	390	2.43e-203	560.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	3.970679
k141_2833577_2	k141_2833577	gb|AAZ42322.1|ARO:3003836|qacH	98.2	110	111	1	110	110	1	110	1.5500000000000002e-72	209.0		multidrug	multidrug__qacH	qacH	Efflux pump	SMR family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	11.0475855
k141_2496478_2	k141_2496478	gb|AAZ42322.1|ARO:3003836|qacH	93.6	110	111	1	110	110	1	110	1.49e-70	204.0		multidrug	multidrug__qacH	qacH	Efflux pump	SMR family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	11.722179
k141_2337389_5	k141_2337389	BAC67144	99.7	396	397	1	396	396	1	396	2.5499999999999997e-274	743.0		tetracycline	tetracycline__tet(C)	tet(C)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	10.5921955
k141_330285_1	k141_330285	gb|AAA27459.1|ARO:3004683|aadS	84.9	152	152	1	152	287	1	152	5.82e-92	267.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	36.397194
k141_3638257_2	k141_3638257	gb|AAA27459.1|ARO:3004683|aadS	100.0	287	288	1	287	287	1	287	1.93e-214	583.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	24.318035
k141_381796_4	k141_381796	gb|AAA27459.1|ARO:3004683|aadS	100.0	34	34	1	34	287	1	34	3.3e-16	67.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	3.6838033
k141_931778_1	k141_931778	gb|AAA27459.1|ARO:3004683|aadS	85.0	287	288	1	287	287	1	287	1.02e-184	508.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	3.66631
k141_3867387_1	k141_3867387	YP_878662	80.0	30	37	6	35	286	10	39	1.89e-09	48.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.3623327
k141_2612613_5	k141_2612613	gi|305670809|gb|ADM62671.1|	98.0	49	52	4	52	324	67	115	5.0799999999999996e-24	89.4		aminoglycoside	aminoglycoside__aadA	aadA-ANT(3'')-IIa	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	genome	5.6449723
k141_2844429_1	k141_2844429	gb|CAJ77856.1|ARO:3000777|adeF	85.4	96	100	4	99	1059	32	127	1.53e-46	157.0	multicomponent system	multidrug	multidrug__adeF	adeF	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.4702518
k141_844239_1	k141_844239	gb|BAD89844.2|ARO:3000753|abeM	81.6	374	374	1	374	448	70	443	3.59e-209	580.0		multidrug	multidrug__abeM	abeM	Efflux pump	MATE transporter		Yes	Yes	Yes	IV	genome	1.2307693
k141_1609121_2	k141_1609121	NC_010558.1.6275994.p01	99.2	262	277	15	276	262	1	262	8.52e-191	521.0		aminoglycoside	aminoglycoside__aadA5	aadA5	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	genome	2.308672
k141_2851089_1	k141_2851089	gb|AAG05915.1|ARO:3004074|MuxB	81.5	54	54	1	54	1043	1	54	6.059999999999999e-23	87.8	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.655528
k141_921254_2	k141_921254	gb|AAG05915.1|ARO:3004074|MuxB	84.0	100	118	1	100	1043	920	1019	7.62e-48	162.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.4801242
k141_230355_1	k141_230355	gb|AAG05915.1|ARO:3004074|MuxB	80.4	56	56	1	56	1043	1	56	1.0900000000000001e-21	84.3	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.9694555
k141_3880989_2	k141_3880989	gb|ADZ12700.1|ARO:3005090|RanB	81.4	247	250	3	249	253	7	253	8.1e-141	394.0		multidrug	multidrug__RanB								IV	genome	1.9064716
k141_664586_1	k141_664586	gb|ADZ12700.1|ARO:3005090|RanB	81.0	247	250	3	249	253	7	253	2.32e-140	392.0		multidrug	multidrug__RanB								IV	genome	1.3561418
k141_3128788_2	k141_3128788	JF800667.1.gene2.p01	98.2	56	57	1	56	266	77	132	2.0200000000000002e-35	118.0		beta_lactam	beta_lactam__OXA-205	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	IV	genome	4.149771
k141_2628519_7	k141_2628519	ZP_02884769	82.1	56	66	10	65	280	9	64	2.2700000000000002e-26	95.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	9.586448
k141_3887929_2	k141_3887929	gi|488250641|ref|WP_002321849.1|	99.2	245	246	1	245	245	1	245	4.62e-176	482.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	I	plasmid	3.7601476
