qseqid	contig	SARG.Seq.ID	pident	length	qlen	qstart	qend	slen	sstart	send	evalue	bitscore	Tag	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S	rank	location	coverage
k141_2467244_1	k141_2467244	gi|550713585|ref|WP_022646491.1|	98.1	216	217	1	216	348	133	348	1.05e-147	413.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ere(A)	ere(A)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes	II	genome	1.6895057
k141_1920927_1	k141_1920927	gi|446871990|ref|WP_000949246.1|	82.9	292	356	65	356	1031	2	293	1.1500000000000001e-164	485.0	multicomponent system	multidrug	multidrug__MexB	MexB	Efflux pump			Yes	Yes	Yes	IV	genome	4.288425
k141_2976284_1	k141_2976284	gi|446871990|ref|WP_000949246.1|	85.8	408	410	1	408	1031	86	493	2.13e-233	664.0	multicomponent system	multidrug	multidrug__MexB	MexB	Efflux pump			Yes	Yes	Yes	IV	genome	3.2382271
k141_4110192_2	k141_4110192	gb|WP_128268285.1|ARO:3006983|RSD2-2	99.2	252	269	18	268	252	1	252	9.92e-181	495.0		beta_lactam	beta_lactam__RSD2-2								III	genome	24.1
k141_3563589_1	k141_3563589	gb|AEH26330.1|ARO:3005009|qacE	81.8	44	45	1	44	110	67	110	3.86e-23	82.0		multidrug	multidrug__qacE								IV	genome	3.5760086
k141_1811688_3	k141_1811688	gb|AEH26330.1|ARO:3005009|qacE	80.6	31	32	1	31	110	80	110	1.55e-13	57.0		multidrug	multidrug__qacE								IV	genome	5.139415
k141_1101741_3	k141_1101741	YP_002552549	81.0	273	275	1	273	274	1	273	1.83e-153	427.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	6.050578
k141_1389417_8	k141_1389417	YP_002552549	81.2	276	315	39	314	274	1	274	1.06e-160	447.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	48.370766
k141_481130_3	k141_481130	YP_002552549	89.8	274	290	16	289	274	1	274	6.4e-174	480.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.1232536
k141_3769898_4	k141_3769898	YP_002552549	88.3	274	275	1	274	274	1	274	1.95e-171	473.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.5106
k141_1923383_15	k141_1923383	gb|AAG07064.1|ARO:3003693|mexK	81.7	1022	1022	1	1020	1025	1	1022	0.0	1624.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	67.92986
k141_3017482_1	k141_3017482	gb|AAG07064.1|ARO:3003693|mexK	84.0	405	406	2	406	1025	151	555	4.89e-232	660.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.1655753
k141_2500059_1	k141_2500059	gb|AAG07064.1|ARO:3003693|mexK	81.3	139	145	1	139	1025	882	1020	5.17e-63	206.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	6.126774
k141_1202202_1	k141_1202202	gb|AAG07064.1|ARO:3003693|mexK	83.0	94	107	1	94	1025	926	1019	1.45e-41	143.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.4890757
k141_499543_2	k141_499543	gb|AAG07064.1|ARO:3003693|mexK	86.3	51	55	2	52	1025	968	1018	4.42e-20	79.7	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.6339202
k141_1090839_1	k141_1090839	gb|AAG07064.1|ARO:3003693|mexK	80.5	82	89	1	82	1025	938	1019	4.66e-34	121.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.1736227
k141_3017781_2	k141_3017781	gi|694089948|ref|WP_032434648.1|	98.6	74	74	1	74	457	1	74	1.14e-39	134.0		multidrug	multidrug__mdtK	mdtK	Efflux pump	MATE transporter		Yes	Yes	Yes	I	genome	0.6464411
k141_1378940_9	k141_1378940	gb|AAF74725.1|ARO:3004659|Mef(En2)	99.5	401	402	1	401	401	1	401	1.1e-282	765.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mef(En2)	mef(En2)	Efflux pump	MFS family antibiotic efflux pump	MLS_macrolide	Yes	Yes	Yes	III	genome	5.3998103
k141_11095_63	k141_11095	Q4KC13	82.8	273	276	1	273	276	1	273	6.06e-162	449.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.5405645
k141_1785142_88	k141_1785142	Q4KC13	89.9	276	277	1	276	276	1	276	2.7000000000000002e-179	493.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	43.478214
k141_1380669_2	k141_1380669	gb|CAB76928.1|ARO:3004837|OXA-724	100.0	264	265	1	264	264	1	264	2.2299999999999998e-197	538.0		beta_lactam	beta_lactam__OXA-724	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	IV	genome	1.8461254
k141_4116286_1	k141_4116286	NC_011595.7057907.p01	83.2	101	101	1	101	1031	1	101	7.56e-51	169.0	multicomponent system	multidrug	multidrug__MexB	MexB	Efflux pump			Yes	Yes	Yes	IV	genome	2.347561
k141_1655577_1	k141_1655577	gb|AKO71461.1|ARO:3004608|EreD	94.5	328	329	1	328	408	81	408	6.529999999999999e-230	629.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ere(D)	ere(D)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes	IV	genome	14.93852
k141_519429_2	k141_519429	gb|AKO71461.1|ARO:3004608|EreD	99.4	328	329	1	328	408	81	408	4.729999999999999e-239	652.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ere(D)	ere(D)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes	IV	genome	5.965185
k141_1382082_4	k141_1382082	gi|808667354|emb|CQD17781.1|	80.2	409	408	2	407	426	18	426	1.38e-219	607.0		tetracycline	tetracycline__tet(V)	tet(V)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	11.605844
k141_1108663_5	k141_1108663	AY463797.7.gene32.p01	100.0	278	279	1	278	278	1	278	1.64e-206	562.0		aminoglycoside	aminoglycoside__APH(6)-Id	APH(6)-Id	Enzymatic inactivation	Phosphotransferases	APH(6)	Yes	Yes	Yes	IV	plasmid	13.645203
k141_1108663_6	k141_1108663	AF313472.2.gene15.p01	99.6	267	268	1	267	267	1	267	1.06e-201	549.0		aminoglycoside	aminoglycoside__APH(3'')-Ib	APH(3'')-Ib	Enzymatic inactivation	Phosphotransferases	APH(3'')	Yes	Yes	Yes	I	plasmid	13.645203
k141_561151_1	k141_561151	AGC41079.1	95.7	163	168	6	168	255	1	163	1.52e-110	313.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(H)	lnu(H)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	IV	genome	7.531804
k141_3084058_2	k141_3084058	AGC41079.1	82.0	250	257	6	255	255	1	250	9.289999999999999e-147	409.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(H)	lnu(H)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	IV	genome	9.704825
k141_562618_1	k141_562618	gb|ADP36409.1|ARO:3003730|Bifidobacteria	80.4	397	397	1	396	1107	712	1107	7.45e-214	616.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	3.0099547
k141_2754828_2	k141_2754828	gb|ADP36409.1|ARO:3003730|Bifidobacteria	88.1	210	218	10	218	1107	1	210	6.12e-133	399.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	2.7668593
k141_1584569_2	k141_1584569	gb|ADP36409.1|ARO:3003730|Bifidobacteria	91.4	348	349	2	349	1107	6	353	3.42e-236	671.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	2.4760456
k141_2180598_1	k141_2180598	gb|ADP36409.1|ARO:3003730|Bifidobacteria	89.4	452	457	6	457	1107	9	460	1.46e-312	870.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	4.1986637
k141_537025_1	k141_537025	gb|ADP36409.1|ARO:3003730|Bifidobacteria	90.7	332	332	1	332	1107	611	942	1.79e-213	612.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	3.2238288
k141_537025_2	k141_537025	gb|ADP36409.1|ARO:3003730|Bifidobacteria	93.6	281	282	1	281	1107	317	597	3.05e-200	576.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	3.2238288
k141_4119523_1	k141_4119523	gb|WP_188331877.1|ARO:3006113|OXA-928	100.0	40	40	1	40	261	1	40	3.08e-20	77.8		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase					III	genome	1.4678041
k141_2689171_1	k141_2689171	gb|WP_188331877.1|ARO:3006113|OXA-928	100.0	54	54	1	54	261	1	54	5.3e-30	103.0		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase					III	genome	9.159705
k141_3300355_2	k141_3300355	gb|ADV91011.1|ARO:3000245|RbpA	92.0	112	113	1	112	114	1	112	2.07e-76	219.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	141.80136
k141_3075063_42	k141_3075063	gb|ADV91011.1|ARO:3000245|RbpA	92.0	112	113	1	112	114	1	112	8.43e-76	218.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	39.919735
k141_3925420_27	k141_3925420	gb|ADV91011.1|ARO:3000245|RbpA	92.9	112	113	1	112	114	1	112	3.57e-77	221.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	5.8272862
k141_651132_15	k141_651132	gb|ADV91011.1|ARO:3000245|RbpA	92.9	112	113	1	112	114	1	112	5.0700000000000004e-77	221.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	69.88199
k141_3129139_3	k141_3129139	gb|ADV91011.1|ARO:3000245|RbpA	95.5	112	113	1	112	114	1	112	1.51e-78	225.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	1.5467498
k141_1766570_2	k141_1766570	gb|ADV91011.1|ARO:3000245|RbpA	92.8	111	112	1	111	114	1	111	1.63e-75	217.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	2.2227697
k141_1777136_9	k141_1777136	gb|ADV91011.1|ARO:3000245|RbpA	89.5	114	115	1	114	114	1	114	5.3e-75	216.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	6.6966934
k141_2880255_3	k141_2880255	gb|ADV91011.1|ARO:3000245|RbpA	92.8	111	112	1	111	114	1	111	4.680000000000001e-75	216.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	2.4629571
k141_686311_16	k141_686311	gb|ADV91011.1|ARO:3000245|RbpA	94.6	111	112	1	111	114	1	111	4.87e-77	221.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	124.19177
k141_3157367_44	k141_3157367	gb|ADV91011.1|ARO:3000245|RbpA	92.9	112	113	1	112	114	1	112	4.88e-75	216.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	21.218569
k141_2976024_66	k141_2976024	gb|ADV91011.1|ARO:3000245|RbpA	91.0	111	113	1	111	114	1	111	3.3e-73	211.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	10.540829
k141_2208784_2	k141_2208784	ASK40562.1	100.0	547	548	1	547	547	1	547	0.0	1086.0		polymyxin	polymyxin__mcr-5.1	mcr-5	Antibiotic target alteration			Yes	Yes	Yes	IV	plasmid	2.392857
k141_3575973_33	k141_3575973	YP_349555	86.6	276	278	1	276	277	1	276	1.9199999999999999e-168	466.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	53.139717
k141_841286_1	k141_841286	gi|817601660|ref|WP_046595348.1|	80.6	540	540	1	540	1037	434	972	6.05e-309	862.0	multicomponent system	multidrug	multidrug__acrF	acrF	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.7679783
k141_2483504_7	k141_2483504	YP_350221	94.3	1009	1012	1	1009	1009	1	1009	0.0	1800.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	43.385197
k141_1391311_1	k141_1391311	DQ677333.1.gene1.p01	100.0	26	27	1	26	259	234	259	1.82e-12	56.2		aminoglycoside	aminoglycoside__aadA24	aadA24	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	plasmid	4.970837
k141_1391311_2	k141_1391311	gi|446641727|ref|WP_000719073.1|	100.0	152	153	1	152	152	1	152	3.43e-114	318.0		trimethoprim	trimethoprim__dfrA14	dfrA14	Antibiotic target replacement	dihydrofolate reductase		Yes	Yes	Yes	III	plasmid	4.970837
k141_2761575_2	k141_2761575	ABM94007	100.0	285	286	1	285	285	1	285	7.75e-204	556.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.0775547
k141_2487733_3	k141_2487733	ACQ53948	82.1	28	33	1	28	284	1	28	7.64e-09	46.6		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.6224833
k141_3311021_5	k141_3311021	CAI46978	100.0	293	296	3	295	293	1	293	1.63e-205	561.0		beta_lactam	beta_lactam__Other class A beta-lactamase	Other class A beta-lactamase	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	plasmid	66.66336
k141_1260490_1	k141_1260490	CAI46978	97.9	96	97	1	96	293	198	293	2.11e-57	177.0		beta_lactam	beta_lactam__Other class A beta-lactamase	Other class A beta-lactamase	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	genome	5.4771614
k141_27190_3	k141_27190	gb|BAL43360.1|ARO:3003745|mefC	99.8	407	408	1	407	407	1	407	1.26e-275	748.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mef(C)	mef(C)	Efflux pump	MFS family antibiotic efflux pump	MLS_macrolide	Yes	Yes	Yes	II	plasmid	19.740772
k141_27190_4	k141_27190	gb|BAL43359.1|ARO:3003742|mphG	99.3	294	295	1	294	294	1	294	8.500000000000001e-217	589.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mph(G)	mph(G)	Enzymatic inactivation	phosphorylases	MLS_macrolide	Yes	Yes	Yes	II	plasmid	19.740772
k141_1399242_1	k141_1399242	Y17896.1.gene1.p01	88.8	223	230	1	223	282	58	280	2.13e-149	416.0		beta_lactam	beta_lactam__FEZ-1	FEZ-1	Enzymatic inactivation	Class B3 beta-lactamase		Yes	Yes	Yes	IV	genome	1.2142857
k141_28819_1	k141_28819	BAD46890	99.8	500	500	1	500	657	1	500	0.0	983.0		tetracycline	tetracycline__tet(Q)	tet(Q)	Antibiotic target protection			Yes	Yes	Yes	III	genome	21.703268
k141_4137047_1	k141_4137047	AF472622.2.gene1.p01	100.0	321	322	1	321	321	1	321	2.78e-231	628.0		beta_lactam	beta_lactam__CfxA3	CfxA	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	plasmid	10.113566
k141_1128199_2	k141_1128199	gb|AAC75314.1|ARO:3003578|pmrF	86.5	310	328	6	315	322	6	315	2.88e-196	540.0		polymyxin	polymyxin__pmrF	pmrF	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	1.9799312
k141_1128425_2	k141_1128425	gb|ACT97371.1|ARO:3003097|CfxA6	99.1	331	332	1	331	331	1	331	3.13e-233	634.0		beta_lactam	beta_lactam__CfxA6	CfxA	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	17.868675
k141_3339447_2	k141_3339447	gb|ACT97371.1|ARO:3003097|CfxA6	80.0	315	318	1	315	331	12	326	7.18e-171	476.0		beta_lactam	beta_lactam__CfxA6	CfxA	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	plasmid	6.4942894
k141_581186_4	k141_581186	gi|730661043|ref|WP_034065992.1|	99.7	395	396	1	395	404	10	404	1.06e-270	734.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	8.97325
k141_3116462_1	k141_3116462	gi|730661043|ref|WP_034065992.1|	100.0	56	56	1	56	404	1	56	6.84e-30	106.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	4.3790956
k141_1768073_1	k141_1768073	gi|730661043|ref|WP_034065992.1|	100.0	56	56	1	56	404	1	56	6.84e-30	106.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.6871946
k141_1676786_132	k141_1676786	gb|CAA03986.1|ARO:3000343|tap	82.2	404	418	1	404	409	1	404	8.95e-226	622.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	8.629546
k141_3637212_2	k141_3637212	gb|CAA03986.1|ARO:3000343|tap	88.1	84	94	1	84	409	321	404	1.93e-43	144.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	7.132602
k141_1190861_1	k141_1190861	gb|CAA03986.1|ARO:3000343|tap	80.6	319	318	1	318	409	1	319	1.8000000000000002e-173	485.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	5.0642905
k141_3942258_2	k141_3942258	gb|CAA03986.1|ARO:3000343|tap	83.6	409	411	1	409	409	1	409	1.06e-236	649.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.6466856
k141_3441121_1	k141_3441121	gb|CAA03986.1|ARO:3000343|tap	85.5	173	173	1	173	409	1	173	5.5699999999999995e-93	275.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.2594538
k141_496145_13	k141_496145	gb|CAA03986.1|ARO:3000343|tap	83.3	406	409	1	405	409	1	406	9.87e-230	632.0		multidrug	multidrug__tap	tap	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	11.364073
k141_1677445_1	k141_1677445	BAC77251	87.7	65	65	1	65	1051	1	65	2.17e-31	112.0	multicomponent system	multidrug	multidrug__sdeY	sdeY	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.1248877
k141_2451177_1	k141_2451177	BAC77251	83.9	417	417	1	417	1051	152	568	1.58e-234	668.0	multicomponent system	multidrug	multidrug__sdeY	sdeY	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.5235934
k141_1677445_2	k141_1677445	gi|749610452|ref|WP_040232688.1|	86.1	381	395	1	381	397	1	381	9.989999999999999e-228	625.0	multicomponent system	multidrug	multidrug__MexE	MexE	Efflux pump			Yes	Yes	Yes	IV	genome	1.1248877
k141_2498852_2	k141_2498852	YP_550152	94.9	59	63	4	62	277	5	63	2.48e-31	108.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.3108449
k141_69535_39	k141_69535	YP_550152	81.2	271	275	2	272	277	5	275	1.5000000000000001e-155	433.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	plasmid	5.7179594
k141_583691_3	k141_583691	CAG27784	100.0	399	400	1	399	399	1	399	2.9299999999999998e-286	774.0		tetracycline	tetracycline__tet(A)	tet(A)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	I	plasmid	15.162043
k141_1405934_1	k141_1405934	NC_010410.6003262.p01	82.3	231	234	1	231	507	276	506	2.1399999999999998e-135	389.0	multicomponent system	multidrug	multidrug__emrB	emrB	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.5946481
k141_2101007_5	k141_2101007	NC_010410.6003262.p01	89.6	452	452	1	452	507	1	452	1.08e-296	807.0	multicomponent system	multidrug	multidrug__emrB	emrB	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.8253818
k141_1133500_1	k141_1133500	gb|AAA27459.1|ARO:3004683|aadS	100.0	28	28	1	28	287	1	28	2.97e-12	55.8		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	genome	1.8506944
k141_1171138_1	k141_1171138	gb|AAA27459.1|ARO:3004683|aadS	100.0	287	299	12	298	287	1	287	8.63e-214	582.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	plasmid	18.912745
k141_1953044_4	k141_1953044	AM051147.1.gene1.p01	100.0	42	42	1	42	286	1	42	4.28e-22	83.2		beta_lactam	beta_lactam__OKP-A-8	OKP-A	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	IV	plasmid	0.66295546
k141_3045988_56	k141_3045988	gi|496340078|ref|WP_009049256.1|	92.5	1059	1060	1	1059	1059	1	1059	0.0	1873.0	multicomponent system	multidrug	multidrug__MexF	MexF	Efflux pump			Yes	Yes	Yes	IV	genome	4.1054254
k141_4146518_1	k141_4146518	gi|488250641|ref|WP_002321849.1|	100.0	207	207	1	207	245	1	207	8.7e-148	409.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	I	genome	9.5494795
