qseqid	contig	SARG.Seq.ID	pident	length	qlen	qstart	qend	slen	sstart	send	evalue	bitscore	Tag	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S	rank	location	coverage
k141_2323735_5	k141_2323735	gb|AAA27459.1|ARO:3004683|aadS	100.0	287	311	24	310	287	1	287	1.4000000000000002e-213	582.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	plasmid	2.751211
k141_2836730_1	k141_2836730	ABE98197	100.0	218	219	1	218	218	1	218	3.42e-112	318.0		quinolone	quinolone__QnrS2	QnrS family	Antibiotic target protection			Yes	Yes	Yes	I	plasmid	3.825357
k141_290448_1	k141_290448	gi|764528042|ref|WP_044407471.1|	82.1	56	66	1	56	1062	985	1040	1.02e-22	87.8	multicomponent system	multidrug	multidrug__MexF	MexF	Efflux pump			Yes	Yes	Yes	IV	genome	3.2454407
k141_2583420_1	k141_2583420	BAC67151	98.1	309	309	1	309	391	1	309	2.7e-208	572.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	2.6387756
k141_1973747_1	k141_1973747	BAC67151	98.4	192	193	1	192	391	200	391	2.6e-130	370.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	3.0842845
k141_2078263_17	k141_2078263	YP_981592	80.9	277	278	1	277	277	1	277	2.07e-156	435.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	5.9174695
k141_2331122_1	k141_2331122	gb|AAG07064.1|ARO:3003693|mexK	80.2	91	94	1	91	1025	931	1021	1.48e-38	134.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.6687994
k141_417047_2	k141_417047	gb|AAG07064.1|ARO:3003693|mexK	90.0	70	71	1	70	1025	953	1022	8.08e-32	114.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.9168317
k141_2843696_15	k141_2843696	AAK14791	100.0	260	261	1	260	260	1	260	1.19e-190	520.0		beta_lactam	beta_lactam__NPS-1	NPS-1	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	I	genome	62.122646
k141_549400_1	k141_549400	gb|ADP36409.1|ARO:3003730|Bifidobacteria	91.1	574	574	1	574	1107	72	645	0.0	1128.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	2.3481576
k141_969954_1	k141_969954	gb|ADP36409.1|ARO:3003730|Bifidobacteria	89.9	296	304	10	304	1107	1	296	4.15e-196	566.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	1.5239437
k141_3097311_2	k141_3097311	gb|AAZ42322.1|ARO:3003836|qacH	82.7	110	111	1	110	110	1	110	8.94e-63	185.0		multidrug	multidrug__qacH	qacH	Efflux pump	SMR family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.274002
k141_2853527_2	k141_2853527	Q49184	100.0	283	284	1	283	283	1	283	9.04e-202	550.0		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	65.1493
k141_3870096_1	k141_3870096	YP_997055	80.4	51	53	2	52	274	224	274	2.0299999999999998e-23	87.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	21.875875
k141_2344072_1	k141_2344072	X04555.1.orf0.gene.p01	100.0	55	58	1	55	249	17	71	1.0100000000000001e-35	118.0		aminoglycoside	aminoglycoside__ANT(2'')-Ia	ANT(2'')-Ia	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(2'')	Yes	Yes	Yes	II	plasmid	16.355158
k141_2344072_2	k141_2344072	AF458080.1.gene3.p01	100.0	419	420	1	419	419	1	419	6.599999999999999e-300	810.0		chloramphenicol	chloramphenicol__cmlA5	cmlA	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	I	plasmid	16.355158
k141_2344072_4	k141_2344072	ZP_03028124	100.0	263	264	1	263	335	73	335	6.97e-188	516.0		aminoglycoside	aminoglycoside__aadA	aadA-ANT(3'')-IIa	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	plasmid	16.355158
k141_2344072_5	k141_2344072	gb|AAC44316.1|ARO:3005010|qacEdelta1	100.0	70	70	1	70	115	1	70	8.519999999999999e-42	130.0		multidrug	multidrug__qacEdelta1								IV	plasmid	16.355158
k141_60580_9	k141_60580	YP_002890644	94.5	274	275	1	274	274	1	274	9.62e-188	514.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	51.690083
k141_1593027_1	k141_1593027	gi|749618737|ref|WP_040235334.1|	100.0	271	271	1	271	278	1	271	1.4800000000000002e-200	546.0		aminoglycoside	aminoglycoside__APH(6)-Id	APH(6)-Id	Enzymatic inactivation	Phosphotransferases	APH(6)	Yes	Yes	Yes	IV	plasmid	11.545245
k141_1593027_2	k141_1593027	AF313472.2.gene15.p01	99.3	267	268	1	267	267	1	267	3.05e-201	548.0		aminoglycoside	aminoglycoside__APH(3'')-Ib	APH(3'')-Ib	Enzymatic inactivation	Phosphotransferases	APH(3'')	Yes	Yes	Yes	I	plasmid	11.545245
k141_1082917_3	k141_1082917	AF319779.2.orf0.gene.p01	97.0	266	267	1	266	266	1	266	5.8100000000000004e-185	506.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(35)	erm(35)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	IV	genome	8.114343
k141_3124766_2	k141_3124766	gi|446136270|ref|WP_000214125.1|	99.8	404	405	1	404	404	1	404	1.04e-277	753.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	2.4741268
k141_1857709_2	k141_1857709	AY494717.1.gene1.p01	100.0	287	288	1	287	287	1	287	1.63e-206	563.0		beta_lactam	beta_lactam__GES-5	GES	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	notassessed	plasmid	22.156096
k141_591325_1	k141_591325	U14748.1.gene2.p01	94.0	283	284	1	283	304	22	304	2.92e-187	514.0		beta_lactam	beta_lactam__AER-1	AER-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	plasmid	9.08232
k141_2888208_1	k141_2888208	gi|730661043|ref|WP_034065992.1|	96.7	272	272	1	272	404	1	272	6.3200000000000005e-177	492.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	2.0965252
k141_2888208_2	k141_2888208	ABG36700	89.4	47	50	1	47	323	275	321	1.64e-25	93.2		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	2.0965252
k141_3398487_1	k141_3398487	AY536519.1.gene1.p01	100.0	299	300	1	299	299	1	299	1.46e-215	587.0		beta_lactam	beta_lactam__VEB-3	VEB	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	I	plasmid	11.505112
k141_2630596_1	k141_2630596	gb|AIA08936.1|ARO:3000444|rphA	88.9	54	55	1	54	865	811	864	1.0300000000000001e-26	98.6		rifamycin	rifamycin__rphA	rphA	Enzymatic inactivation			Yes	Yes	Yes	IV	genome	9.505924
k141_3409308_1	k141_3409308	AAY63943	99.8	410	411	1	410	639	230	639	6.25e-301	821.0		tetracycline	tetracycline__tet(M)	tet(M)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	2.1771467
k141_3927311_4	k141_3927311	B2VGJ3	86.2	29	37	7	35	273	10	38	2.93e-11	53.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.8352542
k141_1900032_8	k141_1900032	AAC78336	100.0	408	409	1	408	408	1	408	1.22e-294	796.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ereA2	ere(A)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes	I	plasmid	42.19873
k141_1901814_1	k141_1901814	S46063.1.gene1.p2	89.2	296	296	1	296	304	1	296	1.7199999999999998e-189	521.0		beta_lactam	beta_lactam__CARB-3	CARB	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	6.1159263
k141_2671372_1	k141_2671372	AF409092.1.gene1.p01	98.6	288	300	12	299	288	1	288	6.64e-198	541.0		beta_lactam	beta_lactam__CARB-7	CARB	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	3.9833565
k141_3955077_1	k141_3955077	gb|AAL59753.1|ARO:3000412|sul2	100.0	271	272	1	271	271	1	271	3.6299999999999998e-186	510.0		sulfonamide	sulfonamide__sul2	sul2	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	notassessed	plasmid	52.030727
k141_1419778_1	k141_1419778	ABV82120	100.0	75	75	1	75	639	1	75	7.67e-44	147.0		tetracycline	tetracycline__tet(32)	tet(32)	Antibiotic target protection			Yes	Yes	Yes	III	genome	3.2750566
k141_144694_1	k141_144694	gb|WP_148044424.1|ARO:3006964|PAU-1	96.7	182	184	2	183	293	112	293	3.54e-122	345.0		beta_lactam	beta_lactam__PAU-1								IV	genome	2.0097337
k141_3702763_2	k141_3702763	gi|568065261|ref|WP_024052921.1|	99.5	211	211	1	211	405	1	211	7.67e-138	390.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mel	mel	Antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein		Yes	Yes	Yes	III	plasmid	2.808728
k141_3197796_4	k141_3197796	gb|CCP45647.1|ARO:3003955|efpA	82.7	81	82	1	81	530	450	530	1.37e-37	129.0		multidrug	multidrug__efpA	efpA	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.0823274
k141_3206653_3	k141_3206653	AM087411.1.gene3.p01	100.0	281	296	15	295	281	1	281	3.35e-202	552.0		aminoglycoside	aminoglycoside__aadA6	aadA-ANT(3'')-IIa	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	genome	9.865157
k141_2965773_1	k141_2965773	gi|104303742|gb|ABF72138.1|	99.2	374	374	1	374	639	22	395	7.780000000000001e-259	713.0		tetracycline	tetracycline__tet(W)	tet(W)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	2.6303902
k141_3476187_1	k141_3476187	AJ222769.gene.p01	99.0	290	291	1	290	639	350	639	3.7799999999999997e-205	573.0		tetracycline	tetracycline__tet(W)	tet(W)	Antibiotic target protection			Yes	Yes	Yes	IV	plasmid	2.4444444
k141_173020_1	k141_173020	AY115475.1.gene2.p01	99.2	266	267	1	266	266	1	266	6.58e-191	521.0		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	IV	genome	17.66594
k141_3482485_1	k141_3482485	CAJ45367	99.0	405	466	61	465	405	1	405	6.08e-277	753.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mel	mel	Antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein		Yes	Yes	Yes	III	plasmid	3.811471
k141_3483013_1	k141_3483013	AAA27431	99.6	266	267	1	266	266	1	266	6.86e-193	526.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	II	plasmid	4.98715
k141_2465367_3	k141_2465367	gb|BAL43359.1|ARO:3003742|mphG	99.3	294	295	1	294	294	1	294	8.500000000000001e-217	589.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mph(G)	mph(G)	Enzymatic inactivation	phosphorylases	MLS_macrolide	Yes	Yes	Yes	II	plasmid	3.4357538
k141_2465367_4	k141_2465367	gb|BAL43360.1|ARO:3003745|mefC	99.8	407	408	1	407	407	1	407	1.26e-275	748.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mef(C)	mef(C)	Efflux pump	MFS family antibiotic efflux pump	MLS_macrolide	Yes	Yes	Yes	II	plasmid	3.4357538
k141_1716530_1	k141_1716530	gb|AAP43110.2|ARO:3003923|oqxB	88.3	103	103	1	103	1050	1	103	4.17e-53	176.0	multicomponent system	multidrug	multidrug__oqxB	oqxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.7645739
k141_2232131_1	k141_2232131	YP_985461	80.8	120	120	1	120	274	6	125	3.9200000000000005e-58	179.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	0.8919892
k141_3506357_3	k141_3506357	P14171	100.0	293	294	1	293	293	1	293	3.3000000000000003e-209	570.0		beta_lactam	beta_lactam__RCP-1	RCP-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	6.7553577
k141_703065_1	k141_703065	gb|ACC54440.2|ARO:3002799|QnrVC1	100.0	218	219	1	218	218	1	218	3.3700000000000006e-79	235.0		quinolone	quinolone__QnrVC1	QnrVC family	Antibiotic target protection			Yes	Yes	Yes	IV	plasmid	2.7686973
k141_3260918_4	k141_3260918	NC_002758.1120355.p01	95.4	259	259	1	259	639	1	259	4.329999999999999e-170	483.0		tetracycline	tetracycline__tet(M)	tet(M)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	4.5947695
k141_216716_4	k141_216716	EU675686.2.gene7.p01	100.0	27	27	1	27	121	1	27	4.42e-13	55.8		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	3.9617078
k141_722039_1	k141_722039	AF318077.1.gene2.p01	93.9	246	247	1	246	246	1	246	1.01e-175	481.0		beta_lactam	beta_lactam__IMP-7	IMP	Enzymatic inactivation	Class B1 beta-lactamase		Yes	Yes	Yes	III	genome	2.4323995
k141_2008155_4	k141_2008155	BAC67144	100.0	396	397	1	396	396	1	396	6.26e-275	745.0		tetracycline	tetracycline__tet(C)	tet(C)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	11.655432
k141_4069796_9	k141_4069796	CAI46978	100.0	293	296	3	295	293	1	293	1.63e-205	561.0		beta_lactam	beta_lactam__Other class A beta-lactamase	Other class A beta-lactamase	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	plasmid	10.97661
