qseqid	contig	SARG.Seq.ID	pident	length	qlen	qstart	qend	slen	sstart	send	evalue	bitscore	Tag	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S	rank	location	coverage
k141_3478157_3	k141_3478157	gb|BAD89844.2|ARO:3000753|abeM	80.3	228	235	1	228	448	220	447	1.28e-123	357.0		multidrug	multidrug__abeM	abeM	Efflux pump	MATE transporter		Yes	Yes	Yes	IV	genome	29.079004
k141_74051_1	k141_74051	gb|BAD89844.2|ARO:3000753|abeM	84.2	183	183	1	183	448	1	183	1.75e-95	283.0		multidrug	multidrug__abeM	abeM	Efflux pump	MATE transporter		Yes	Yes	Yes	IV	genome	45.083565
k141_1976034_3	k141_1976034	gb|BAD89844.2|ARO:3000753|abeM	80.4	321	322	1	321	448	1	321	4.08e-173	486.0		multidrug	multidrug__abeM	abeM	Efflux pump	MATE transporter		Yes	Yes	Yes	IV	genome	24.343441
k141_1161792_1	k141_1161792	gb|ADP36409.1|ARO:3003730|Bifidobacteria	83.2	511	511	1	510	1107	597	1107	3.0500000000000004e-302	847.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	6.1692014
k141_10020_1	k141_10020	gb|ADP36409.1|ARO:3003730|Bifidobacteria	81.1	454	455	1	449	1107	646	1099	6.48e-256	726.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	7.0633745
k141_2942458_2	k141_2942458	gb|ADP36409.1|ARO:3003730|Bifidobacteria	81.1	509	506	1	504	1107	598	1106	4.11e-288	810.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	5.4242306
k141_4124940_1	k141_4124940	gb|ADP36409.1|ARO:3003730|Bifidobacteria	99.5	408	408	1	408	1107	636	1043	1.62e-284	797.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	5.6040893
k141_3323092_1	k141_3323092	gb|ADP36409.1|ARO:3003730|Bifidobacteria	89.9	586	591	6	591	1107	9	594	0.0	1143.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	6.261346
k141_2470670_2	k141_2470670	gb|ADP36409.1|ARO:3003730|Bifidobacteria	94.4	233	234	2	234	1107	6	238	1.0099999999999999e-159	469.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	6.6707745
k141_3950570_1	k141_3950570	gb|ADP36409.1|ARO:3003730|Bifidobacteria	92.0	336	336	1	336	1107	240	575	9.17e-235	667.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	9.840697
k141_2244829_1	k141_2244829	gb|ADP36409.1|ARO:3003730|Bifidobacteria	100.0	74	75	1	74	1107	1034	1107	1.42e-39	136.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	2.401499
k141_835589_1	k141_835589	gb|ADP36409.1|ARO:3003730|Bifidobacteria	88.4	395	403	10	403	1107	1	395	3.78e-263	742.0		mupirocin	mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	9.251524
k141_872005_1	k141_872005	DQ677333.1.gene1.p01	100.0	69	70	1	69	259	191	259	6.6e-43	137.0		aminoglycoside	aminoglycoside__aadA24	aadA24	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	plasmid	15.369565
k141_872208_8	k141_872208	DQ677333.1.gene1.p01	100.0	69	70	1	69	259	191	259	6.6e-43	137.0		aminoglycoside	aminoglycoside__aadA24	aadA24	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	genome	7.68193
k141_872005_2	k141_872005	AB777500.1.gene5.p01	100.0	275	276	1	275	275	1	275	1.3e-206	562.0		beta_lactam	beta_lactam__OXA-2	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	notassessed	plasmid	15.369565
k141_1452469_1	k141_1452469	AAM48121	98.3	59	59	1	59	321	1	59	8.02e-33	112.0		beta_lactam	beta_lactam__CfxA2	CfxA	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	plasmid	12.007679
k141_636473_1	k141_636473	AAM48121	100.0	59	59	1	59	321	1	59	2.06e-33	114.0		beta_lactam	beta_lactam__CfxA2	CfxA	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	III	genome	8.498368
k141_2321559_6	k141_2321559	ZP_04651279	100.0	375	376	1	375	383	9	383	2.8e-267	724.0		multidrug	multidrug__emrD	emrD	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	III	genome	2.890456
k141_1163886_2	k141_1163886	gb|AAC75271.1|ARO:3003952|yojI	100.0	274	274	1	274	547	1	274	2.32e-187	524.0		other_peptide_antibiotics	other_peptide_antibiotics__microcin efflux pumu gene yojI	microcin efflux pumu gene yojI	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.5736325
k141_1323823_3	k141_1323823	gb|AAC75271.1|ARO:3003952|yojI	87.2	274	274	1	274	547	1	274	1.3400000000000002e-164	466.0		other_peptide_antibiotics	other_peptide_antibiotics__microcin efflux pumu gene yojI	microcin efflux pumu gene yojI	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.4844444
k141_4281804_2	k141_4281804	gb|AAC75271.1|ARO:3003952|yojI	82.2	320	321	1	320	547	228	547	1.87e-187	526.0		other_peptide_antibiotics	other_peptide_antibiotics__microcin efflux pumu gene yojI	microcin efflux pumu gene yojI	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	5.8877687
k141_4042992_1	k141_4042992	gb|AAC75271.1|ARO:3003952|yojI	85.5	330	330	1	330	547	1	330	5.92e-196	548.0		other_peptide_antibiotics	other_peptide_antibiotics__microcin efflux pumu gene yojI	microcin efflux pumu gene yojI	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.101266
k141_6413_10	k141_6413	AJ420072.gene.p01	99.3	407	420	13	419	407	1	407	3.69e-278	754.0		tetracycline	tetracycline__tet(33)	tet(33)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	11.366501
k141_2033538_1	k141_2033538	YP_001186705	89.8	766	767	1	766	1017	252	1017	0.0	1308.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	9.997813
k141_1475384_3	k141_1475384	YP_001186705	95.5	154	154	1	154	1017	1	154	9.859999999999999e-89	277.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	8.889156
k141_1200123_1	k141_1200123	YP_001186705	91.6	367	367	1	367	1017	1	367	5.33e-220	627.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	4.5710216
k141_1004576_3	k141_1004576	YP_001186705	85.5	608	618	1	608	1017	403	1009	0.0	1011.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	4.728286
k141_3192640_3	k141_3192640	AM296481.1.gene2.p01	88.0	392	393	1	392	421	30	421	2.3e-243	666.0		chloramphenicol	chloramphenicol__cmlB1	cmlB1	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	19.627056
k141_2903079_1	k141_2903079	gi|730661043|ref|WP_034065992.1|	99.2	395	396	1	395	404	10	404	1.23e-269	732.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	17.670404
k141_1327671_5	k141_1327671	gi|730661043|ref|WP_034065992.1|	91.8	404	405	1	404	404	1	404	5.49e-257	700.0		florfenicol	florfenicol__floR	floR	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	9.19807
k141_4062720_1	k141_4062720	YP_001797193	89.4	47	47	1	47	281	1	47	9.319999999999999e-23	85.1		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	26.556889
k141_2474061_3	k141_2474061	YP_001797193	88.0	25	25	1	25	281	1	25	6.49e-08	43.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.163131
k141_201779_2	k141_201779	YP_001797193	91.2	34	34	1	34	281	1	34	8.03e-14	60.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.0595744
k141_587630_1	k141_587630	AY115475.1.gene4.p01	100.0	419	420	1	419	419	1	419	9.37e-300	810.0		chloramphenicol	chloramphenicol__cmlA5	cmlA	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	I	plasmid	19.916838
k141_587630_2	k141_587630	gb|WP_188331877.1|ARO:3006113|OXA-928	100.0	39	39	1	39	261	1	39	1.57e-19	75.9		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase					III	plasmid	19.916838
k141_2361270_1	k141_2361270	gb|WP_188331877.1|ARO:3006113|OXA-928	100.0	39	39	1	39	261	1	39	1.57e-19	75.9		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase					III	genome	2.2282257
k141_3700342_3	k141_3700342	gb|WP_188331877.1|ARO:3006113|OXA-928	100.0	39	39	1	39	261	1	39	1.57e-19	75.9		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase					III	plasmid	11.144034
k141_4354153_1	k141_4354153	gb|AAC74000.1|ARO:3003950|msbA	92.7	358	358	1	358	582	1	358	3.36e-223	620.0		multidrug	multidrug__msbA	msbA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.7106177
k141_3288137_1	k141_3288137	gb|AAC74000.1|ARO:3003950|msbA	93.5	139	141	1	139	582	443	581	4.1899999999999997e-82	250.0		multidrug	multidrug__msbA	msbA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.6485597
k141_1891599_1	k141_1891599	gb|AAC74000.1|ARO:3003950|msbA	90.3	278	279	1	278	582	305	582	5.07e-174	491.0		multidrug	multidrug__msbA	msbA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	5.465035
k141_1891907_2	k141_1891907	gb|AAC74000.1|ARO:3003950|msbA	93.6	280	280	1	280	582	1	280	1.61e-175	495.0		multidrug	multidrug__msbA	msbA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	4.9222393
k141_485319_1	k141_485319	gb|AAC74000.1|ARO:3003950|msbA	100.0	294	296	2	295	582	289	582	2.98e-202	564.0		multidrug	multidrug__msbA	msbA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.4037986
k141_3196114_2	k141_3196114	ZP_03822933	99.3	145	146	1	145	145	1	145	1.08e-100	283.0		aminoglycoside	aminoglycoside__AAC(6')-Ig	AAC(6')-Ig	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes	III	genome	20.819271
k141_2038872_1	k141_2038872	gi|53794413|gb|AAU93764.1|	99.6	246	248	3	248	301	33	278	1.91e-175	483.0		aminoglycoside	aminoglycoside__aadA	aadA-ANT(3'')-IIa	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	plasmid	106.541405
k141_1365231_1	k141_1365231	gi|53794413|gb|AAU93764.1|	92.1	266	267	1	266	301	36	301	5.84e-175	483.0		aminoglycoside	aminoglycoside__aadA	aadA-ANT(3'')-IIa	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	I	genome	32.315712
k141_2038872_2	k141_2038872	gi|426206800|emb|CCP09090.1|	100.0	273	275	2	274	276	4	276	2.5799999999999996e-197	538.0		beta_lactam	beta_lactam__OXA-10	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	I	plasmid	106.541405
k141_3198353_2	k141_3198353	YP_001966228	100.0	160	161	1	160	160	1	160	4.0999999999999997e-119	331.0		trimethoprim	trimethoprim__dfrA14	dfrA14	Antibiotic target replacement	dihydrofolate reductase		Yes	Yes	Yes	IV	plasmid	107.25532
k141_1749329_3	k141_1749329	gb|WP_058870660.1|ARO:3005867|OXA-651	97.4	274	275	1	274	274	1	274	4.45e-193	528.0		beta_lactam	beta_lactam__OXA-373	OXA	Enzymatic inactivation	Class D beta-lactamase					IV	genome	59.429466
k141_4067882_3	k141_4067882	gb|WP_072678505.1|ARO:3005937|OXA-732	100.0	266	267	1	266	266	1	266	5.7e-201	547.0		beta_lactam	beta_lactam__OXA-36	OXA	Enzymatic inactivation	Class D beta-lactamase					IV	genome	11.888754
k141_303941_1	k141_303941	AM932669.1.gene2.p01	100.0	267	268	1	267	267	1	267	2.13e-192	525.0		beta_lactam	beta_lactam__OXA-129	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	I	genome	7.407111
k141_2621249_1	k141_2621249	YP_002552549	81.4	274	275	1	274	274	1	274	3.48e-158	439.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.8842206
k141_1173733_2	k141_1173733	YP_002552549	90.1	273	277	4	276	274	2	274	1.81e-172	476.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	20.384588
k141_4084528_2	k141_4084528	YP_002552549	81.8	274	310	36	309	274	1	274	3.39e-151	423.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	18.707346
k141_4394064_8	k141_4394064	YP_002552549	81.3	273	275	1	273	274	1	273	1.83e-153	427.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	31.911283
k141_4417948_2	k141_4417948	YP_002552549	90.9	274	275	1	274	274	1	274	1.05e-175	484.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	22.201754
k141_3559462_1	k141_3559462	YP_002552549	82.5	63	64	1	63	274	212	274	1.43e-33	114.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	19.015509
k141_404725_10	k141_404725	YP_002552549	87.9	273	275	1	273	274	1	273	1.1199999999999999e-170	471.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	6.9131947
k141_146942_4	k141_146942	YP_002552549	91.6	274	275	1	274	274	1	274	9.04e-177	486.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	25.502481
k141_4201513_3	k141_4201513	YP_002552549	84.3	274	275	1	274	274	1	274	1.98e-164	455.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	5.530557
k141_752511_13	k141_752511	YP_002552549	81.2	276	315	39	314	274	1	274	1.06e-160	447.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	6.6482363
k141_3200396_4	k141_3200396	YP_002890644	92.4	145	146	1	145	274	130	274	1.01e-97	281.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	5.2955365
k141_902561_1	k141_902561	YP_002890644	94.5	182	182	1	182	274	1	182	8.88e-118	333.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.016854
k141_4520006_1	k141_4520006	YP_002890644	97.4	190	190	1	190	274	1	190	4.2700000000000003e-125	352.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.7342658
k141_3200549_21	k141_3200549	AAK49460	100.0	266	267	1	266	266	1	266	5.41e-190	519.0		beta_lactam	beta_lactam__OXA-35	OXA	Enzymatic inactivation	Class D beta-lactamase		Yes	Yes	Yes	III	genome	27.378448
k141_304483_2	k141_304483	gi|693018597|ref|WP_032197292.1|	100.0	195	196	1	195	391	1	195	2.07e-130	370.0		multidrug	multidrug__mdtL	mdtL	Efflux pump			Yes	Yes	Yes	III	genome	2.1325223
k141_3779874_1	k141_3779874	GQ244501.1.gene1.p01	80.0	35	39	6	39	519	37	71	6.74e-08	44.3		tetracycline	tetracycline__tet(43)	tet(43)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	11.408651
k141_1912060_5	k141_1912060	GQ244501.1.gene1.p01	81.7	71	73	3	73	519	37	107	9.510000000000001e-31	110.0		tetracycline	tetracycline__tet(43)	tet(43)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.488622
k141_598380_1	k141_598380	gb|AAG05915.1|ARO:3004074|MuxB	88.4	43	43	1	43	1043	1	43	7.11e-18	72.8	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	11.1494055
k141_942301_2	k141_942301	gb|AAG05915.1|ARO:3004074|MuxB	87.3	71	79	1	71	1043	949	1019	1.46e-33	119.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	6.45
k141_1314651_2	k141_1314651	gb|AAG05915.1|ARO:3004074|MuxB	84.0	50	63	13	62	1043	3	52	1.6700000000000001e-22	87.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.5189264
k141_3069150_1	k141_3069150	gb|AAG05915.1|ARO:3004074|MuxB	80.3	66	66	1	66	1043	18	83	8.37e-29	105.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	6.3298893
k141_1729933_1	k141_1729933	gb|AAG05915.1|ARO:3004074|MuxB	81.5	54	54	1	54	1043	1	54	6.059999999999999e-23	87.8	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.9921026
k141_599386_1	k141_599386	BBJ25230.1	98.9	263	264	1	263	263	1	263	2.0599999999999998e-197	538.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(50)	erm(50)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	IV	plasmid	2.1122994
k141_2627105_2	k141_2627105	U14748.1.gene2.p01	88.9	226	228	2	227	304	79	304	1.24e-141	397.0		beta_lactam	beta_lactam__AER-1	AER-1	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	genome	2.3792324
