qseqid	contig	SARG.Seq.ID	pident	length	qlen	qstart	qend	slen	sstart	send	evalue	bitscore	Tag	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S	rank	location	coverage
k141_3859272_2	k141_3859272	gi|512735233|ref|WP_016493075.1|	88.0	558	561	1	558	1062	500	1057	0.0	971.0	multicomponent system	multidrug	multidrug__MexF	MexF	Efflux pump			Yes	Yes	Yes	IV	genome	1.8884097
k141_1763472_4	k141_1763472	YP_002434803	86.7	30	38	9	38	265	7	36	5.95e-12	55.5		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.9810345
k141_2118547_4	k141_2118547	gb|AAG07064.1|ARO:3003693|mexK	80.5	128	129	1	128	1025	1	128	1.33e-66	215.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.725407
k141_2204132_6	k141_2204132	gb|AAG07064.1|ARO:3003693|mexK	80.4	281	281	1	281	1025	1	281	1.41e-162	476.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.3397422
k141_2223097_3	k141_2223097	gb|AAG07064.1|ARO:3003693|mexK	81.3	48	50	2	49	1025	976	1023	1.39e-20	80.9	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	4.1793313
k141_1361017_1	k141_1361017	gb|AAG07064.1|ARO:3003693|mexK	81.8	913	916	1	913	1025	112	1024	0.0	1436.0	multicomponent system	multidrug	multidrug__mexK	mexK	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.9188449
k141_2119880_4	k141_2119880	AY463797.7.gene32.p01	99.3	278	279	1	278	278	1	278	7.78e-205	558.0		aminoglycoside	aminoglycoside__APH(6)-Id	APH(6)-Id	Enzymatic inactivation	Phosphotransferases	APH(6)	Yes	Yes	Yes	IV	plasmid	19.687075
k141_2119880_5	k141_2119880	AF313472.2.gene15.p01	99.6	267	268	1	267	267	1	267	1.06e-201	549.0		aminoglycoside	aminoglycoside__APH(3'')-Ib	APH(3'')-Ib	Enzymatic inactivation	Phosphotransferases	APH(3'')	Yes	Yes	Yes	I	plasmid	19.687075
k141_27099_4	k141_27099	gb|CCP45647.1|ARO:3003955|efpA	80.1	534	534	1	533	530	1	530	3.8899999999999994e-282	775.0		multidrug	multidrug__efpA	efpA	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	23.037748
k141_5269813_3	k141_5269813	gb|AAY32951.1|ARO:3002837|lnuC	98.2	164	165	1	164	164	1	164	4.2300000000000005e-123	342.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(C)	lnu(C)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	III	plasmid	2.2161236
k141_3523655_2	k141_3523655	AB715422.1.gene3.p01	100.0	172	173	1	172	172	1	172	8.770000000000001e-129	357.0		aminoglycoside	aminoglycoside__AAC(6')-Ib9	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes	IV	genome	2.0812132
k141_2478873_2	k141_2478873	gb|ADZ12700.1|ARO:3005090|RanB	81.0	247	250	3	249	253	7	253	4.67e-140	392.0		multidrug	multidrug__RanB								IV	genome	1.9571428
k141_4225962_1	k141_4225962	CAI46978	100.0	293	296	3	295	293	1	293	1.63e-205	561.0		beta_lactam	beta_lactam__Other class A beta-lactamase	Other class A beta-lactamase	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	II	plasmid	14.063507
k141_733214_10	k141_733214	gb|AAG05915.1|ARO:3004074|MuxB	92.1	38	38	1	38	1043	1	38	6.11e-16	67.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	9.017449
k141_1087360_2	k141_1087360	gb|AAG05915.1|ARO:3004074|MuxB	82.2	101	121	1	101	1043	919	1019	1.82e-48	164.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.8738426
k141_3576471_1	k141_3576471	gb|AAG05915.1|ARO:3004074|MuxB	83.7	43	43	1	43	1043	1	43	2.04e-18	74.3	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.7995992
k141_4736085_1	k141_4736085	gb|AAG05915.1|ARO:3004074|MuxB	81.5	81	81	1	81	1043	1	81	1.93e-37	130.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	5.0911593
k141_4397246_2	k141_4397246	gb|AAG05915.1|ARO:3004074|MuxB	83.3	120	121	1	120	1043	1	120	3.15e-55	183.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.8514909
k141_654439_1	k141_654439	gb|AAG05915.1|ARO:3004074|MuxB	86.3	51	65	1	51	1043	969	1019	7.16e-23	88.2	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	3.7167382
k141_4177288_1	k141_4177288	gb|AAG05915.1|ARO:3004074|MuxB	84.7	124	124	1	124	1043	1	124	1.95e-58	192.0	multicomponent system	multidrug	multidrug__MuxB	MuxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.6992137
k141_4578948_1	k141_4578948	EU675686.2.gene5.p01	98.2	281	282	1	281	281	1	281	4.2899999999999995e-199	543.0		aminoglycoside	aminoglycoside__aadA16	aadA16	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(3'')	Yes	Yes	Yes	IV	genome	2.941015
k141_40168_8	k141_40168	YP_002552549	80.2	257	258	1	257	274	18	274	9e-145	405.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.9924283
k141_823394_3	k141_823394	YP_002552549	87.2	273	275	1	273	274	1	273	3.75e-169	467.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.7852626
k141_1912083_1	k141_1912083	YP_002552549	87.2	258	259	1	258	274	17	274	2.25e-159	442.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.1037226
k141_4373232_1	k141_4373232	YP_002552549	87.1	140	143	3	142	274	135	274	1.98e-82	242.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.6064166
k141_4133749_2	k141_4133749	YP_002552549	81.0	273	290	16	288	274	1	273	4.03e-154	430.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	4.647299
k141_4581917_1	k141_4581917	ZP_04055482	99.6	266	267	1	266	266	1	266	6.86e-193	526.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	II	genome	3.2776074
k141_3888861_2	k141_3888861	AY494717.1.gene1.p01	100.0	287	288	1	287	287	1	287	1.63e-206	563.0		beta_lactam	beta_lactam__GES-5	GES	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	notassessed	plasmid	4.465517
k141_1793401_1	k141_1793401	gb|AAP43110.2|ARO:3003923|oqxB	85.8	113	114	2	114	1050	17	129	3.6700000000000004e-56	185.0	multicomponent system	multidrug	multidrug__oqxB	oqxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.0994103
k141_3116617_2	k141_3116617	gb|AAP43110.2|ARO:3003923|oqxB	84.0	25	25	1	25	1050	1	25	3.38e-08	44.3	multicomponent system	multidrug	multidrug__oqxB	oqxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	9.2553
k141_3120361_2	k141_3120361	gb|AAP43110.2|ARO:3003923|oqxB	80.5	82	83	1	82	1050	1	82	3.9e-37	129.0	multicomponent system	multidrug	multidrug__oqxB	oqxB	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.3761997
k141_5295900_3	k141_5295900	ZP_04630103	82.7	81	101	21	101	543	2	82	2.3800000000000003e-37	130.0	two-component system	polymyxin	polymyxin__rosB	rosB	Efflux pump			Yes	Yes	Yes	IV	genome	1.7408907
k141_758306_2	k141_758306	DQ294299.gene.p01	99.2	261	262	1	261	639	379	639	1.4e-184	520.0		tetracycline	tetracycline__tet(W)	tet(W)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	1.5905744
k141_2859875_1	k141_2859875	ACA23187	100.0	411	411	1	411	639	1	411	7.23e-286	783.0		tetracycline	tetracycline__tet(W)	tet(W)	Antibiotic target protection			Yes	Yes	Yes	III	plasmid	3.5236995
k141_3210729_1	k141_3210729	BAC67151	91.8	146	149	2	147	391	245	390	6.53e-91	268.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	2.1888947
k141_4265972_2	k141_4265972	BAC67151	99.0	104	105	1	104	391	288	391	1.3e-65	201.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	4.850438
k141_5054245_1	k141_5054245	BAC67151	98.3	115	116	1	115	391	277	391	3.1000000000000003e-73	221.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	2.8263724
k141_5579708_1	k141_5579708	BAC67151	93.6	299	299	1	299	391	1	299	6.4200000000000004e-195	538.0		tetracycline	tetracycline__tet(G)	tet(G)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	4.183363
k141_2173212_2	k141_2173212	NC_011595.7058890.p01	83.7	209	210	1	209	468	260	468	4.93e-113	329.0	multicomponent system	multidrug	multidrug__OprM	OprM	Efflux pump			Yes	Yes	Yes	IV	genome	2.5573013
k141_1487248_3	k141_1487248	NC_011595.7058890.p01	84.2	228	230	1	228	468	241	468	4.9000000000000005e-124	358.0	multicomponent system	multidrug	multidrug__OprM	OprM	Efflux pump			Yes	Yes	Yes	IV	genome	1.9021381
k141_2179119_1	k141_2179119	U19459.gene.p01	81.3	91	91	1	91	212	1	91	2.77e-54	166.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__vat(B)	vat(B)	Enzymatic inactivation	streptogramin vat acetyltransferase	MLS_streptogramin	Yes	Yes	Yes	IV	genome	1.4181654
k141_2696132_3	k141_2696132	U19459.gene.p01	81.9	116	117	1	116	212	96	211	4.49e-70	207.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__vat(B)	vat(B)	Enzymatic inactivation	streptogramin vat acetyltransferase	MLS_streptogramin	Yes	Yes	Yes	IV	genome	0.78194046
k141_2179119_2	k141_2179119	gb|ABR14060.1|ARO:3002838|lnuD	84.1	164	165	1	164	164	1	164	4.18e-105	296.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(D)	lnu(D)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes	III	genome	1.4181654
k141_4275021_2	k141_4275021	AY743590.gene.p01	100.0	373	374	1	373	395	23	395	2.2399999999999997e-264	717.0		tetracycline	tetracycline__tet(39)	tet(39)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	16.120838
k141_4972886_4	k141_4972886	AB104852.1.gene6.p01	100.0	278	279	1	278	279	2	279	2.04e-198	541.0		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	notassessed	plasmid	41.286995
k141_3927243_1	k141_3927243	gb|BAL43359.1|ARO:3003742|mphG	98.3	288	289	1	288	294	7	294	8.35e-211	574.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mph(G)	mph(G)	Enzymatic inactivation	phosphorylases	MLS_macrolide	Yes	Yes	Yes	II	genome	2.5556831
k141_2184221_9	k141_2184221	AF001493.1.orf0.gene.p01	82.6	138	142	4	141	143	6	143	2.1600000000000002e-85	244.0		rifamycin	rifamycin__arr-1	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	genome	3.7910616
k141_2881696_1	k141_2881696	CAC81916	100.0	245	246	1	245	405	161	405	1.38e-171	477.0		tetracycline	tetracycline__tet(E)	tet(E)	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	2.7941484
k141_86341_2	k141_86341	AF024666.2.gene33.p01	98.5	391	392	1	391	391	1	391	3.24e-247	674.0		chloramphenicol	chloramphenicol__cmx	cmx	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	plasmid	3.357143
k141_1330469_2	k141_1330469	AF024666.2.gene33.p01	89.3	391	392	1	391	391	1	391	3.21e-224	616.0		chloramphenicol	chloramphenicol__cmx	cmx	Efflux pump	MFS family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	1.5864289
k141_4976995_13	k141_4976995	gb|BAD89844.2|ARO:3000753|abeM	80.8	447	453	1	447	448	1	447	5.3800000000000004e-248	681.0		multidrug	multidrug__abeM	abeM	Efflux pump	MATE transporter		Yes	Yes	Yes	IV	genome	13.480519
k141_1135731_1	k141_1135731	Q880L3	81.7	82	82	1	82	276	1	82	5.28e-41	134.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.1141484
k141_91512_2	k141_91512	YP_002890644	99.3	274	275	1	274	274	1	274	1.27e-192	526.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	16.663113
k141_2548075_1	k141_2548075	AY259086.1.gene4.p01	100.0	210	211	1	210	210	1	210	1.3e-160	440.0		chloramphenicol	chloramphenicol__catB3	catB3	Enzymatic inactivation	cat		Yes	Yes	Yes	I	genome	3.8003821
k141_2548075_2	k141_2548075	gb|WP_069280711.1|ARO:3005764|OXA-534	99.2	127	127	1	127	276	1	127	2.49e-86	251.0		beta_lactam	beta_lactam__OXA-140	OXA	Enzymatic inactivation	Class D beta-lactamase					IV	genome	3.8003821
k141_4988089_18	k141_4988089	FM897214.1.orf2.gene.p01	89.3	150	151	1	150	150	1	150	1.9900000000000001e-103	291.0		rifamycin	rifamycin__arr-3	arr family	Enzymatic inactivation	rifampin ADP-ribosyltransferase (Arr)		Yes	Yes	Yes	IV	genome	3.6254663
k141_3948137_1	k141_3948137	gi|944009777|ref|WP_055601444.1|	80.3	147	150	1	147	628	448	594	3.1500000000000004e-73	229.0		novobiocin	novobiocin__novA	novA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	8.207789
k141_1165131_1	k141_1165131	YP_970399	80.1	196	202	7	201	274	79	274	1.08e-107	308.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	8.107142
k141_3625959_1	k141_3625959	YP_970399	81.3	267	270	3	269	274	8	274	7.45e-154	428.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.5968587
k141_1915099_3	k141_1915099	YP_970399	80.7	274	276	1	274	274	1	274	1.26e-158	441.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	3.2874823
k141_1233614_1	k141_1233614	YP_970399	87.0	115	116	1	115	274	160	274	1.3799999999999999e-67	203.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.0492847
k141_469886_2	k141_469886	gb|CAJ98570.1|ARO:3003071|mphF	100.0	299	300	1	299	299	1	299	1.2699999999999999e-225	612.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__mph(F)	mph(F)	Enzymatic inactivation	phosphorylases	MLS_macrolide	Yes	Yes	Yes	I	genome	0.9579685
k141_2578204_2	k141_2578204	gb|AAA27459.1|ARO:3004683|aadS	100.0	287	288	1	287	287	1	287	1.93e-214	583.0		aminoglycoside	aminoglycoside__aadS	aadS	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes	II	plasmid	4.3701887
k141_2578299_2	k141_2578299	gb|AAZ42322.1|ARO:3003836|qacH	99.1	110	111	1	110	110	1	110	5.4000000000000005e-73	211.0		multidrug	multidrug__qacH	qacH	Efflux pump	SMR family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	5.060686
k141_1976311_1	k141_1976311	gb|AAZ42322.1|ARO:3003836|qacH	92.7	110	111	1	110	110	1	110	2.12e-70	204.0		multidrug	multidrug__qacH	qacH	Efflux pump	SMR family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	6.681925
k141_824065_1	k141_824065	EU675686.2.gene7.p01	100.0	27	27	1	27	121	1	27	4.42e-13	55.8		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	IV	plasmid	2.9713275
k141_2582812_2	k141_2582812	A4VLM0	84.8	276	277	1	276	276	1	276	4.57e-171	472.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	1.7224687
k141_3624185_1	k141_3624185	YP_349555	82.0	189	193	2	190	277	86	274	1.77e-109	313.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.2457483
k141_2936157_1	k141_2936157	P70882	98.5	413	413	1	413	641	138	550	2.82e-298	815.0		tetracycline	tetracycline__tet(Q)	tet(Q)	Antibiotic target protection			Yes	Yes	Yes	III	genome	2.806422
k141_3983678_3	k141_3983678	gb|AAC44316.1|ARO:3005010|qacEdelta1	100.0	115	116	1	115	115	1	115	3.57e-78	224.0		multidrug	multidrug__qacEdelta1								IV	plasmid	11.343128
k141_3983678_4	k141_3983678	AF191564.1.gene5.p01	100.0	36	36	1	36	288	1	36	3.68e-18	72.4		sulfonamide	sulfonamide__sul1	sul1	Antibiotic target replacement	dihydropteroate synthase		Yes	Yes	Yes	I	plasmid	11.343128
k141_4683528_3	k141_4683528	gb|ADV91011.1|ARO:3000245|RbpA	89.5	114	115	1	114	114	1	114	7.53e-75	216.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	3.4581833
k141_1609450_3	k141_1609450	gb|ADV91011.1|ARO:3000245|RbpA	92.0	112	113	1	112	114	1	112	2.07e-76	219.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	39.342766
k141_5457103_3	k141_5457103	gb|ADV91011.1|ARO:3000245|RbpA	95.5	112	113	1	112	114	1	112	2.15e-78	224.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	4.8286777
k141_4793770_2	k141_4793770	gb|ADV91011.1|ARO:3000245|RbpA	93.7	111	112	1	111	114	1	111	8.09e-76	218.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	3.2215815
k141_4455749_27	k141_4455749	gb|ADV91011.1|ARO:3000245|RbpA	92.9	112	113	1	112	114	1	112	7.21e-77	221.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	23.043894
k141_3764255_4	k141_3764255	gb|ADV91011.1|ARO:3000245|RbpA	85.6	111	112	1	111	114	1	111	8.069999999999999e-67	195.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	3.186785
k141_2441569_31	k141_2441569	gb|ADV91011.1|ARO:3000245|RbpA	94.6	111	112	1	111	114	1	111	3.43e-77	221.0		rifamycin	rifamycin__RbpA	RbpA	Antibiotic target protection			Yes	Yes	Yes	IV	genome	8.94022
k141_3290496_2	k141_3290496	YP_002092118	92.4	171	172	1	171	289	119	289	1.2e-111	318.0		bacitracin	bacitracin__bacA	bacA	Antibiotic target alteration	undecaprenyl pyrophosphate		Yes	Yes	Yes	IV	genome	2.4522173
k141_1895223_2	k141_1895223	ABE98197	100.0	218	219	1	218	218	1	218	3.42e-112	318.0		quinolone	quinolone__QnrS2	QnrS family	Antibiotic target protection			Yes	Yes	Yes	I	plasmid	3.6530433
k141_500318_2	k141_500318	YP_001186705	90.4	427	427	1	427	1017	1	427	1.46e-259	731.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.4201434
k141_3685697_1	k141_3685697	YP_001186705	86.0	637	638	1	636	1017	381	1017	0.0	1057.0	multicomponent system	multidrug	multidrug__mexW	mexW	Efflux pump	RND family antibiotic efflux pump		Yes	Yes	Yes	IV	genome	2.8658662
k141_164410_1	k141_164410	gi|488250641|ref|WP_002321849.1|	99.6	245	246	1	245	245	1	245	4.62e-176	482.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes	I	plasmid	1.539642
k141_2963958_2	k141_2963958	gi|391316952|gb|EIQ74337.1|	87.2	227	232	1	227	660	431	657	1.8499999999999998e-147	424.0		polymyxin	polymyxin__arnA	arnA	Antibiotic target alteration			Yes	Yes	Yes	IV	genome	0.8785942
k141_5409611_1	k141_5409611	gb|WP_140423313.1|ARO:3005864|OXA-644	100.0	148	148	1	148	274	1	148	1.72e-101	290.0		beta_lactam	beta_lactam__OXA-211	OXA	Enzymatic inactivation	Class D beta-lactamase					IV	genome	2.7856388
k141_522991_1	k141_522991	gi|550713585|ref|WP_022646491.1|	100.0	40	41	1	40	348	22	61	7.83e-22	83.2		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ere(A)	ere(A)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes	II	plasmid	2.8883848
k141_522991_2	k141_522991	gi|550713585|ref|WP_022646491.1|	95.7	258	259	1	258	348	91	348	1.89e-173	480.0		macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ere(A)	ere(A)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes	II	plasmid	2.8883848
k141_2628570_2	k141_2628570	gi|553795209|ref|WP_023125875.1|	85.8	260	285	2	261	472	210	469	5.229999999999999e-140	401.0	multicomponent system	multidrug	multidrug__OprN	OprN	Efflux pump			Yes	Yes	Yes	IV	genome	2.7374408
k141_1927990_1	k141_1927990	AY536519.1.gene1.p01	100.0	299	300	1	299	299	1	299	1.46e-215	587.0		beta_lactam	beta_lactam__VEB-3	VEB	Enzymatic inactivation	Class A beta-lactamase		Yes	Yes	Yes	I	plasmid	3.9268472
k141_180643_4	k141_180643	gb|WP_007708339.1|ARO:3006991|SGM-5	89.2	260	261	1	260	326	67	326	6.010000000000001e-163	453.0		beta_lactam	beta_lactam__SGM-5								IV	genome	4.342125
